用户名,UID,IP归属地,楼层,时间,评论内容
13352393129,279802677,辽宁,4096,2025-06-17 13:20:54,作为继承法吉娜火种的半神，衣装有点朴素了。法吉娜喜欢宴饮，宴会的服装应该比这个华丽点。立绘没给我预想中的惊艳。
v送葬人t,364705079,山西,4095,2025-06-17 13:20:54,海瑟音大人ᐠ( ᑒ )ᐟ
LXJ132,81454977,广东,4093,2025-06-17 13:20:50,物理？DOT？流血？
冰噗渡海真君,299045313,广西,4092,2025-06-17 13:20:36,有点意思
雷鸣彻空.,114118009,安徽,4091,2025-06-17 13:20:33,有点想抽，但我只有卡妈
方法一场雨还能进步,441558616,浙江,4090,2025-06-17 13:20:32,小卢卡
真男人就玩原始人,179726704,广东,4089,2025-06-17 13:20:29,未曾想过神秘拉琴女居然是这种风格
请让我小保底不歪,283539887,广东,4087,2025-06-17 13:20:29,朋友们，下个新角色立绘是今晚还是明天啊？
渔闻,346023329,天津,4085,2025-06-17 13:20:20,留给米哈游能用的动作、服装与容貌已经不多了，摘下眼镜以为是希儿，戴上眼镜原来是素裳
小狮子没睡醒,407989651,江苏,4084,2025-06-17 13:20:15,说实话这衣服就不像翁法罗丝的，一股子仙舟的味道
清酒O,252480158,湖北,4083,2025-06-17 13:20:14,李大枕头穿上下城区电焊工的衣服是吧
星河逆,347739450,福建,4082,2025-06-17 13:20:05,素裳，是你吗，素裳
荧的青枝寒酥,423491132,湖南,4078,2025-06-17 13:19:41,感觉有点不像金血祝颂，我以为会是白色系的
Eviiszy.Ng,203895725,广东,4076,2025-06-17 13:19:34,那么像李素裳，这不得不抽了
你猜我猜不猜1111,351817337,上海,4075,2025-06-17 13:19:25,很好的黄紫（只是整活，没有别的意思，叠甲JPG
死菜死菜的特玛头,333803164,山东,4073,2025-06-17 13:19:10,素裳的样子，希儿的衣服
四季的书屋,303847418,江苏,4072,2025-06-17 13:19:09,我第一眼是灵砂，后面看脸觉得是像素裳
柩言,76151938,湖北,4071,2025-06-17 13:19:07,杂交体
原始人10001,74661004,山东,4070,2025-06-17 13:19:06,再创世了，海瑟音和剩下几位半神出场
流蝶梦萤,307958020,上海,4069,2025-06-17 13:19:06,丝袜是不是破了
万花不明,399626323,天津,4068,2025-06-17 13:18:59,挺好看的，如果不是dot队成员我就抽了
筱语音,329500703,北京,4066,2025-06-17 13:18:57,和灵砂好像，猛的一惊
回望皆别离,282529758,新疆,4065,2025-06-17 13:18:56,背景图是白露的，姿势是灵砂的，表情是阮梅的，衣服是希儿的，丝袜是黑天鹅的
Jkiana,79152507,陕西,4064,2025-06-17 13:18:56,脸部做的过于敷衍，与软媒完全一模一样。
愚昏,306577330,福建,4063,2025-06-17 13:18:54,天外的英雄啊，看来不是三月七就是爷回到过去了
我要攒65星啸,275221313,海南,4061,2025-06-17 13:18:42,拼好裳
伤心的星云,76167697,河南,4060,2025-06-17 13:18:34,我还以为后崩芽衣呢，不过台词还是更像伊甸
束束1218,346575962,河南,4059,2025-06-17 13:18:31,妈妈
洛薇薇薇薇,287728043,广东,4058,2025-06-17 13:18:30,有点失望，跟金血祝颂和目前剧情和pv里给出海瑟音信息不太一样，先等后面实机和剧情看看再说
syu. ,144508519,湖南,4057,2025-06-17 13:18:28,刻律德拉不会真是符华吧，祖孙二人合砍6w
爱花都,439608976,湖南,4056,2025-06-17 13:18:28,
懒人间,332425598,湖南,4054,2025-06-17 13:18:18,你知道的，我开服就是dot玩家了
雪落花开梦,346983839,贵州,4052,2025-06-17 13:18:05,
俗竹,373273437,安徽,4051,2025-06-17 13:18:01,怪怪的高冷素裳加希儿感觉有点普通啊
惟忧弃菅蒯,328315522,广东,4050,2025-06-17 13:17:51,感觉还行
百事亨通zero,188246516,福建,4048,2025-06-17 13:17:48,有点失望，没有眼前一亮的感觉
gxhvvn,346153875,上海,4047,2025-06-17 13:17:44,我不得不放弃白厄了
温度R,449325644,广东,4046,2025-06-17 13:17:38,
阿晴要小叶子鸭,273170039,上海,4045,2025-06-17 13:17:34,有点像灵砂和素裳拼起来
我会发光Biu,286015493,山东,4044,2025-06-17 13:17:34,有种希儿穿黑丝接素裳脑袋都感觉
新人A,5379458,江苏,4042,2025-06-17 13:17:28,就说好不好看吧
小摇trembling,390266997,江西,4041,2025-06-17 13:17:25,这日语cv好像和阿能是同一个…
Netheria,315611431,江苏,4040,2025-06-17 13:17:19,"May the next feast be eternal
愿此去盛宴永驻"
墨染破碧玺,272813521,广西,4039,2025-06-17 13:17:18,杀神来了，元老院要遭殃了
笔杆932,287910800,浙江,4037,2025-06-17 13:17:14,什么，素裳穿了希儿的衣服
BruiseOfAnemone,303149593,江苏,4036,2025-06-17 13:17:11,李素裳
是曌吧,347433620,山东,4035,2025-06-17 13:17:08,素裳以另一种意义又活起来了
007号果果,311650968,山东,4033,2025-06-17 13:17:05,官方是出了个死人吗
放荡的处子,161053724,广东,4031,2025-06-17 13:16:53,
梦想养小猫,444275059,湖北,4028,2025-06-17 13:16:39,好看耶
天使淚,347895190,湖北,4027,2025-06-17 13:16:38,快谢谢可莉
看见贝贝了吗,332116345,四川,4026,2025-06-17 13:16:33,没有卡妈和“所以我出手了”，海瑟音能单组一队吗
蝶魂澈雨,274108905,广西,4023,2025-06-17 13:16:18,让我们恭喜素裳喜获翁法罗斯新皮肤
冷陌瑶瑶,204154603,河北,4021,2025-06-17 13:16:15,李大枕头你怎么穿别人衣服啊
于剑p,273487161,广东,4020,2025-06-17 13:16:13,素裳的头，希儿的服饰，白露的背景，灵砂的动作
jkkkhhhhhhjkkk,298349520,广西,4019,2025-06-17 13:16:11,立绘越来越简陋了，看看当年的花火
梦栖夜眼,291183983,山东,4017,2025-06-17 13:16:08,脸像李素裳，发型像蕾耶拉，裙子像希儿（很像啊）
易过雪,80239217,北京,4016,2025-06-17 13:16:06,这头、真不是嫁接的吗？怎么看怎么违和
米勒尔斯,280345082,广东,4015,2025-06-17 13:16:05,李素裳你怎么穿着希儿的衣服
ZENHou,351826045,广东,4014,2025-06-17 13:16:00,又是齐刘海双马尾？
奇迹心花,211157953,福建,4013,2025-06-17 13:15:56,物理虚无
生气罐头,383718110,河南,4011,2025-06-17 13:15:48,李素裳的妈
天岩圣君,34955679,浙江,4010,2025-06-17 13:15:47,素裳铠甲，合体！
原来是涵涵呀,285643996,河南,4009,2025-06-17 13:15:46,虚无嘛？黄泉又有新队友了嘛
乌罡骨,381116764,黑龙江,4008,2025-06-17 13:15:44,素裳你怎么穿人家希儿的衣服啊
寒逝空,107554944,陕西,4006,2025-06-17 13:15:35,感觉像灵砂穿了希尔的衣服
穗玉玉玉玉,155369922,安徽,4005,2025-06-17 13:15:34,素裳你怎么穿着希尔的衣服
明风流雪,284797512,安徽,4004,2025-06-17 13:15:30,那一晚，李素裳和阮梅喝高了
百事亨通zero,188246516,福建,4003,2025-06-17 13:15:29,怎么这么像李素裳啊
缡尘,319605925,广东,4002,2025-06-17 13:15:24,物理虚无，会是老白的队友吗？
乃子天下第一,29821239,上海,4000,2025-06-17 13:15:13,素裳的上半，希儿的下半
寸劲•山崩,80309908,贵州,3999,2025-06-17 13:15:13,她怎么穿着希儿的衣服
言闻于此,343428649,江苏,3998,2025-06-17 13:15:04,哈哈哈
苦来兮苦的人,309557117,重庆,3997,2025-06-17 13:15:04,素裳把希尔衣服还回去
真取名废材,331942333,湖北,3996,2025-06-17 13:15:00,有点人山人海
v我50000原石,406310938,福建,3995,2025-06-17 13:14:59,李素裳？
哆啦梦之队,348097722,北京,3994,2025-06-17 13:14:57,好家伙，好像李素裳，话说星铁这边的素裳也是物理属性。。。
天才埃里克,276183713,浙江,3993,2025-06-17 13:14:55,第一眼素裳，第二眼灵砂，第三眼……
亲抱抱举高高,81313944,江西,3992,2025-06-17 13:14:53,素裳sp？
淤阳祈望,352597404,湖南,3991,2025-06-17 13:14:50,（开拓者 诶嘿)
凫生若梦,412563577,四川,3990,2025-06-17 13:14:49,哈哈哈，2命卡妈脸都笑烂了
言闻于此,343428649,江苏,3989,2025-06-17 13:14:48,喵喵喵
是七爷呀,299751876,广东,3988,2025-06-17 13:14:42,如果一定要从崩3找对称的话那就是伊甸了
漫酒,314407663,湖南,3987,2025-06-17 13:14:35,星/穹又多出一个外号，灰色鱼苗
菻弭,256991484,,3986,2025-06-17 13:14:30,dot，，，，我的dot有救了
暮琳君,17282907,四川,3985,2025-06-17 13:14:28,素裳？
天不生本欢,294119400,河北,3984,2025-06-17 13:14:27,
水里镜,293063770,江苏,3983,2025-06-17 13:14:24,有点像李素裳？
爱打麻将的老吴,192856512,广东,3982,2025-06-17 13:14:22,嗨丝啊 必须抽
少心不止,390546825,广东,3981,2025-06-17 13:14:16,这丝袜
尤落I堇瓜版,316442299,安徽,3980,2025-06-17 13:14:15,后崩芽和李素裳？
好贵的昵称,303650904,广西,3979,2025-06-17 13:14:12,为什么丝袜破了一个洞
qwjzgse,287733453,江西,3977,2025-06-17 13:14:10,别告诉我又是11，21
VykaRMTiZPV,204872886,湖南,3976,2025-06-17 13:14:09,阮梅是你换了身造型吗？
盐味的鱼,381752074,四川,3974,2025-06-17 13:13:56,这衣服咋像希儿啊
WUTER,321429404,湖北,3973,2025-06-17 13:13:55,这脸太伟大了
一十十十十十一,382510221,北京,3972,2025-06-17 13:13:55,
要一份饭炒蛋,311254753,湖北,3971,2025-06-17 13:13:50,确实像素裳啊，也很好看
米儿0353,285684384,山西,3969,2025-06-17 13:13:31,我好怕dot环境，卡黑一个没抽
应急食品最好清蒸,221653959,新疆,3968,2025-06-17 13:13:28,
曦炎相济,159282191,安徽,3966,2025-06-17 13:13:25,第一眼看过去，特别像始源芽衣泳装皮肤的那个感觉
Q旅刑者Q,373106608,江西,3965,2025-06-17 13:13:21,不是原来那个pv的背影，不是像伊甸吗？怎么？
掬梦,356615181,黑龙江,3964,2025-06-17 13:13:17,李素裳的感觉，希儿的配色，这是可以说的吗？
继续看喜酒,418962450,山东,3963,2025-06-17 13:13:14,虚无？难道
命运绮罗,73738144,江西,3962,2025-06-17 13:13:12,只有我觉得像蕾耶拉吗
是晚晚星河吖,325401461,江苏,3961,2025-06-17 13:13:10,日配是谁？你再说一遍？
化工大学000,370437097,云南,3960,2025-06-17 13:13:10,"你们有没有发现，现在为止出的四个虚无c都是紫色配色。
希望官方继续这个规律，毕竟紫色是最有韵味的"
苒花花花,408967699,浙江,3959,2025-06-17 13:13:07,4星吗
看见贝贝了吗,332116345,四川,3958,2025-06-17 13:13:02,大概什么时候上线呀
AccessDenied,302870461,广东,3957,2025-06-17 13:12:59,四星dot也推一下啊！四星是绝种了吗？
越西府,350975832,江苏,3956,2025-06-17 13:12:57,抽数不够啊
一同吃泥,387626155,广东,3955,2025-06-17 13:12:57,真就一整个大版本不出4星？
青卞禾弦,6869575,浙江,3954,2025-06-17 13:12:55,我们在她眼里是小鱼苗
苍星缘,280381371,广东,3953,2025-06-17 13:12:47,素赏身希儿衣
56820,158872926,陕西,3952,2025-06-17 13:12:38,重铸dot荣光，我辈义不容辞
春云东风,287846846,广东,3951,2025-06-17 13:12:36,海瑟音居然还有登场机会，那看来翁法罗斯要开第二季了呀
广玄善,402042135,广东,3949,2025-06-17 13:12:32,
失去梦想的懵新,206261669,上海,3948,2025-06-17 13:12:26,好看是好看，可惜dot
慕蓉辞,445879778,,3947,2025-06-17 13:12:25,好像李素裳啊
劳犬,295394818,辽宁,3946,2025-06-17 13:12:22,对就是这种看杂鱼的眼神
照夜寒,440336986,江苏,3943,2025-06-17 13:12:10,图片叠了一下，结果跟素裳真的好像
榆槐,77831145,浙江,3942,2025-06-17 13:12:06,怎么有点像素裳啊😦
月光疾风,708265,江苏,3940,2025-06-17 13:12:03,跟崩三素裳的皮肤三更月的配色都是一样的
飘零灬飞雪,378316031,四川,3939,2025-06-17 13:12:00,像啊
太阴太阳101号,11544984,广东,3938,2025-06-17 13:11:59,又一个梦跳过得角色
己老实求通过,406661602,安徽,3937,2025-06-17 13:11:51,
撒尽,411118355,四川,3936,2025-06-17 13:11:47,有人知道最下面那行字是什么意思吗？
徐大斌,7066919,上海,3935,2025-06-17 13:11:43,跟神秘忆庭女子同款手套
拉普拉斯妖i,7593406,云南,3934,2025-06-17 13:11:40,老米发新角色了！赶来围观
ttswsc,332483217,江苏,3932,2025-06-17 13:11:31,00海对卡黑Dot体系提升有多少啊想问一下，提升不大我就跳了
erwsw,285244382,广西,3930,2025-06-17 13:11:29,
无敌空调,314104358,江西,3928,2025-06-17 13:11:22,看起来一般
Ksrrond,314784068,浙江,3927,2025-06-17 13:11:22,
茗明冥鸣,264039522,广东,3926,2025-06-17 13:11:19,李大枕头+黑希的衣服
九厥秋,309127726,,3925,2025-06-17 13:11:14,这才是真大师姐
吃玉米,159264152,山东,3924,2025-06-17 13:11:12,这是 
炫刻,410331107,云南,3922,2025-06-17 13:11:02,好像素裳
AccessDenied,302870461,广东,3921,2025-06-17 13:11:00,素裳ProMax
九点半的羊,398988974,安徽,3920,2025-06-17 13:10:58,她是目前唯一一个没有啬图的铁道的女角色
文书修,253695251,浙江,3918,2025-06-17 13:10:44,不对，没腿环
Asuakira,893025,北京,3917,2025-06-17 13:10:43,你怎么穿着希尔的衣服（
Eriaoup,287802039,河北,3916,2025-06-17 13:10:42,第一眼把蕾丝错看成花臂了……脑子还自动合理化了，我们一人杀敌六万的花臂大将军
消灭仙粥大蠊,5741933,山东,3915,2025-06-17 13:10:40,心海瑟音
真要起名啊,451012719,湖北,3914,2025-06-17 13:10:37,我刻律呢，怎么就一张啊...
咕噜咕噜咕噜咕噜球,80530225,江苏,3913,2025-06-17 13:10:37,蓝色软妹？
wiszz,75727225,浙江,3912,2025-06-17 13:10:36,怎么有种黑塔希儿混合的感觉
蔚然铖枫,275463967,湖北,3911,2025-06-17 13:10:34,像偷了希儿衣服的素裳
风黎殇,274025084,江苏,3910,2025-06-17 13:10:32,dot！难道说！
嘤莺缨,207432851,重庆,3909,2025-06-17 13:10:31,怪怪的 脸不太搭呀
Erife,428068217,陕西,3908,2025-06-17 13:10:30,新手想玩dot，能不能让卡芙卡进金灵商店啊
HBBBBBBB,376959235,陕西,3907,2025-06-17 13:10:30,拼好音
真卡芙卡的老公,398087067,广东,3906,2025-06-17 13:10:28,软妹，是你吗
薇薇安z,320586066,河南,3905,2025-06-17 13:10:26,浮梦若薇哎
JXB780,193703697,重庆,3904,2025-06-17 13:10:22,刻律德菈，刻律德菈刻律德菈
殷波浩渺,418861138,广东,3903,2025-06-17 13:10:16,好看，想要
丶安汐,274865374,广西,3902,2025-06-17 13:10:16,物理虚无？什么邪门的属性
吼hhhh,447289761,浙江,3899,2025-06-17 13:10:11,李素裳是你吗？
开拓者Lakin,300635734,北京,3898,2025-06-17 13:10:09,素裳cos牢希
月迎清霜,249060417,河南,3897,2025-06-17 13:10:03,要是一个新角色出来能让又弱毒点又多的队伍变成主流队伍，那这个角色能有多超模
鱼㺯爱月,330763877,北京,3896,2025-06-17 13:10:01,希尔的脑袋，菱纱的身子。哈哈哈
EthanSkasgaard,298625491,上海,3894,2025-06-17 13:09:51,浪花骑士？
再见容易后见难,309824801,安徽,3893,2025-06-17 13:09:39,怎么看起来这么像素裳呀？
欢愉星神注意我,412292146,黑龙江,3892,2025-06-17 13:09:32,好仙的姐姐一般的感觉！但感觉头有点熟悉又有点不太舒服
尤落I堇瓜版,316442299,安徽,3891,2025-06-17 13:09:26,不是这海瑟音怎么这么像李素裳啊？
安逸阳光,346271870,,3890,2025-06-17 13:09:25,我猜明天会出刻律德菈立绘
不亏不,414626055,辽宁,3888,2025-06-17 13:09:03,"3.4白垩专场，3.5就要重来一世了呗，
不死不幸现在编剧不要跟这玩意学搞个不论不类"
爱莉希雅的喵喵,235265808,江苏,3886,2025-06-17 13:08:55,素裳？
一品虾饺,381713317,四川,3885,2025-06-17 13:08:53,裂伤是dot最好的一个效果了把，风化触电灼烧的基础效果都太差
花梦错,12165150,安徽,3884,2025-06-17 13:08:45,我以为会和伊甸小姐一样呢
Phosphorine,357036514,四川,3883,2025-06-17 13:08:45,感觉艾尔海森声音涩涩的，这算不算一种海涩音？
纣王本王,169246055,广东,3882,2025-06-17 13:08:40,看着像素裳
喵了个咪啪,91772528,北京,3881,2025-06-17 13:08:35,感觉会是建模立绘差距最大的一位
梦里就是绅士客,297558217,河南,3880,2025-06-17 13:08:33,你怎么跟我家素裳一张脸啊？😦
星Ovo星,31214576,云南,3879,2025-06-17 13:08:31,嗯？
悦洛無啼,342164339,,3877,2025-06-17 13:08:15,兄弟们，为啥都说海瑟因是dot队的，万一和黄泉一样是直伤呢
喵羽茗,210054752,湖南,3876,2025-06-17 13:08:14,emmm
奈若何Ikaros,404145194,贵州,3874,2025-06-17 13:08:10,太敷衍了吧，要是进dot，我都怀疑是不是故意针对dot队了
岩王帝君与虚无IX,290807508,福建,3873,2025-06-17 13:08:07,哦，这一眼看上去就是阮梅
卢大师快跑,315187986,,3872,2025-06-17 13:08:01,没有惊喜
倪子墨,191120508,江苏,3869,2025-06-17 13:07:57,有种“龙女”的既视感
潇雪雪雪雪,290788794,重庆,3868,2025-06-17 13:07:54,人山人海的，衣服是什么东西
WorldExecute,325509084,江西,3867,2025-06-17 13:07:50,物理？虚无？老米你想干什么
米游莉,5155048,广东,3864,2025-06-17 13:07:46,卡妈我们有救了
l黎明将至l,357196690,河南,3863,2025-06-17 13:07:46,
无烟风云,421455889,广东,3862,2025-06-17 13:07:44,崩三的素裳？
来碗炸云吞,449558048,陕西,3861,2025-06-17 13:07:36,
佐希大总攻,292638659,河南,3860,2025-06-17 13:07:30,救一下dot队可以吗？
野菜饺子皮,319718885,浙江,3859,2025-06-17 13:07:28,希儿配色的...灵砂？
李.F.洋,79754753,河南,3856,2025-06-17 13:07:22,这不是李素裳吗
青歼,308512067,重庆,3855,2025-06-17 13:07:14,其实她早没了哈
